row,year_film,year_ceremony,ceremony,category,name,film,winner
5659,1978,1979,51,DOCUMENTARY (Feature),"Albert Lamorisse, Producer",The Lovers' Wind,FALSE
5660,1978,1979,51,DOCUMENTARY (Feature),"Alan Root, Producer",Mysterious Castles of Clay,FALSE
5661,1978,1979,51,DOCUMENTARY (Feature),"Jean-Pierre Dutilleux, Barry Williams and Michel Gast, Producers",Raoni,FALSE
5662,1978,1979,51,DOCUMENTARY (Feature),"Arnold Shapiro, Producer",Scared Straight!,TRUE
5663,1978,1979,51,DOCUMENTARY (Feature),"Anne Bohlen, Lyn Goldfarb and Lorraine Gray, Producers",With Babies and Banners: Story of the Women's Emergency Brigade,FALSE
5664,1978,1979,51,DOCUMENTARY (Short Subject),"Jerry Aronson, Producer",The Divided Trail: A Native American Odyssey,FALSE
5665,1978,1979,51,DOCUMENTARY (Short Subject),"K.K. Kapil, Producer",An Encounter with Faces,FALSE
5666,1978,1979,51,DOCUMENTARY (Short Subject),"Jacqueline Phillips Shedd and Ben Shedd, Producers",The Flight of the Gossamer Condor,TRUE
5667,1978,1979,51,DOCUMENTARY (Short Subject),"August Cinquegrana, Producer",Goodnight Miss Ann,FALSE
5668,1978,1979,51,DOCUMENTARY (Short Subject),"J. Gary Mitchell, Producer",Squires of San Quentin,FALSE
5669,1978,1979,51,FILM EDITING,Robert E. Swink,The Boys from Brazil,FALSE
5670,1978,1979,51,FILM EDITING,Don Zimmerman,Coming Home,FALSE
5671,1978,1979,51,FILM EDITING,Peter Zinner,The Deer Hunter,TRUE
5672,1978,1979,51,FILM EDITING,Gerry Hambling,Midnight Express,FALSE
5673,1978,1979,51,FILM EDITING,Stuart Baird,Superman,FALSE
5674,1978,1979,51,FOREIGN LANGUAGE FILM,France,Get Out Your Handkerchiefs,TRUE
5675,1978,1979,51,FOREIGN LANGUAGE FILM,German Federal Republic,The Glass Cell,FALSE
5676,1978,1979,51,FOREIGN LANGUAGE FILM,Hungary,Hungarians,FALSE
5677,1978,1979,51,FOREIGN LANGUAGE FILM,Italy,Viva Italia!,FALSE
5678,1978,1979,51,FOREIGN LANGUAGE FILM,Union of Soviet Socialist Republics,White Bim Black Ear,FALSE
5679,1978,1979,51,MUSIC (Adaptation Score),Joe Renzetti,The Buddy Holly Story,TRUE
5680,1978,1979,51,MUSIC (Adaptation Score),Jerry Wexler,Pretty Baby,FALSE
5681,1978,1979,51,MUSIC (Adaptation Score),Quincy Jones,The Wiz,FALSE
5682,1978,1979,51,MUSIC (Original Score),Jerry Goldsmith,The Boys from Brazil,FALSE
5683,1978,1979,51,MUSIC (Original Score),Ennio Morricone,Days of Heaven,FALSE
5684,1978,1979,51,MUSIC (Original Score),Dave Grusin,Heaven Can Wait,FALSE
5685,1978,1979,51,MUSIC (Original Score),Giorgio Moroder,Midnight Express,TRUE
5686,1978,1979,51,MUSIC (Original Score),John Williams,Superman,FALSE
5687,1978,1979,51,MUSIC (Original Song),Music and Lyrics by John Farrar,Grease,FALSE
5688,1978,1979,51,MUSIC (Original Song),Music and Lyrics by Paul Jabara,Thank God It's Friday,TRUE
5689,1978,1979,51,MUSIC (Original Song),Music by Marvin Hamlisch; Lyrics by Alan Bergman and Marilyn Bergman,"Same Time, Next Year",FALSE
5690,1978,1979,51,MUSIC (Original Song),Music by Charles Fox; Lyrics by Norman Gimbel,Foul Play,FALSE
5691,1978,1979,51,MUSIC (Original Song),Music and Lyrics by Richard M. Sherman and Robert B. Sherman,The Magic of Lassie,FALSE
5692,1978,1979,51,BEST PICTURE,"Jerome Hellman, Producer",Coming Home,FALSE
5693,1978,1979,51,BEST PICTURE,"Barry Spikings, Michael Deeley, Michael Cimino and John Peverall, Producers",The Deer Hunter,TRUE
5694,1978,1979,51,BEST PICTURE,"Warren Beatty, Producer",Heaven Can Wait,FALSE
5695,1978,1979,51,BEST PICTURE,"Alan Marshall and David Puttnam, Producers",Midnight Express,FALSE
5696,1978,1979,51,BEST PICTURE,"Paul Mazursky and Tony Ray, Producers",An Unmarried Woman,FALSE
5697,1978,1979,51,SHORT FILM (Animated),"Nico Crama, Producer",Oh My Darling,FALSE
5698,1978,1979,51,SHORT FILM (Animated),"Will Vinton, Producer",Rip Van Winkle,FALSE
5699,1978,1979,51,SHORT FILM (Animated),"Eunice Macaulay and John Weldon, Producers",Special Delivery,TRUE
5700,1978,1979,51,SHORT FILM (Live Action),"Jim Belcher and Fern Field, Producers",A Different Approach,FALSE
5701,1978,1979,51,SHORT FILM (Live Action),"Andrew Sugerman, Producer",Mandy's Grandmother,FALSE
5702,1978,1979,51,SHORT FILM (Live Action),"Seth Pinsker, Producer",Strange Fruit,FALSE
5703,1978,1979,51,SHORT FILM (Live Action),"Taylor Hackford, Producer",Teenage Father,TRUE
5704,1978,1979,51,SOUND,"Tex Rudloff, Joel Fein, Curly Thirlwell, Willie Burton",The Buddy Holly Story,FALSE
5705,1978,1979,51,SOUND,"John K. Wilkinson, Robert W. Glass, Jr., John T. Reitz, Barry Thomas",Days of Heaven,FALSE
5706,1978,1979,51,SOUND,"Richard Portman, William McCaughey, Aaron Rochin, Darin Knight",The Deer Hunter,TRUE
5707,1978,1979,51,SOUND,"Robert Knudson, Robert J. Glass, Don MacDougall, Jack Solomon",Hooper,FALSE
5708,1978,1979,51,SOUND,"Gordon K. McCallum, Graham Hartstone, Nicolas Le Messurier, Roy Charman",Superman,FALSE
5709,1978,1979,51,WRITING (Screenplay Based on Material from Another Medium),Walter Newman,Bloodbrothers,FALSE
5710,1978,1979,51,WRITING (Screenplay Based on Material from Another Medium),Neil Simon,California Suite,FALSE
5711,1978,1979,51,WRITING (Screenplay Based on Material from Another Medium),"Elaine May, Warren Beatty",Heaven Can Wait,FALSE
5712,1978,1979,51,WRITING (Screenplay Based on Material from Another Medium),Oliver Stone,Midnight Express,TRUE
5713,1978,1979,51,WRITING (Screenplay Based on Material from Another Medium),Bernard Slade,"Same Time, Next Year",FALSE
5714,1978,1979,51,WRITING (Screenplay Written Directly for the Screen),Ingmar Bergman,Autumn Sonata,FALSE
5715,1978,1979,51,WRITING (Screenplay Written Directly for the Screen),"Story by Nancy Dowd;  Screenplay by Waldo Salt, Robert C. Jones",Coming Home,TRUE
5716,1978,1979,51,WRITING (Screenplay Written Directly for the Screen),"Story by Michael Cimino, Deric Washburn, Louis Garfinkle, Quinn K. Redeker;  Screenplay by Deric Washburn",The Deer Hunter,FALSE
5717,1978,1979,51,WRITING (Screenplay Written Directly for the Screen),Woody Allen,Interiors,FALSE
5718,1978,1979,51,WRITING (Screenplay Written Directly for the Screen),Paul Mazursky,An Unmarried Woman,FALSE
5719,1978,1979,51,SPECIAL ACHIEVEMENT AWARD (Visual Effects),"Les Bowie, Colin Chilvers, Denys Coop, Roy Field, Derek Meddings, Zoran Perisic",Superman,TRUE
5720,1978,1979,51,JEAN HERSHOLT HUMANITARIAN AWARD,Leo Jaffe,,TRUE
5721,1978,1979,51,HONORARY AWARD, Walter Lantz for bringing joy and laughter to every part of the world through his unique animated motion pictures.,,TRUE
5722,1978,1979,51,HONORARY AWARD, The Museum of Modern Art Department of Film for the contribution it has made to the public's perception of movies as an art form.,,TRUE
5723,1978,1979,51,HONORARY AWARD, Laurence Olivier for the full body of his work,,TRUE
5724,1978,1979,51,HONORARY AWARD, King Vidor for his incomparable achievements as a cinematic creator and innovator.,,TRUE
5725,1979,1980,52,ACTOR IN A LEADING ROLE,Dustin Hoffman,Kramer vs. Kramer,TRUE
5726,1979,1980,52,ACTOR IN A LEADING ROLE,Jack Lemmon,The China Syndrome,FALSE
5727,1979,1980,52,ACTOR IN A LEADING ROLE,Al Pacino,...And Justice for All,FALSE
5728,1979,1980,52,ACTOR IN A LEADING ROLE,Roy Scheider,All That Jazz,FALSE
5729,1979,1980,52,ACTOR IN A LEADING ROLE,Peter Sellers,Being There,FALSE
5730,1979,1980,52,ACTOR IN A SUPPORTING ROLE,Melvyn Douglas,Being There,TRUE
5731,1979,1980,52,ACTOR IN A SUPPORTING ROLE,Robert Duvall,Apocalypse Now,FALSE
5732,1979,1980,52,ACTOR IN A SUPPORTING ROLE,Frederic Forrest,The Rose,FALSE
5733,1979,1980,52,ACTOR IN A SUPPORTING ROLE,Justin Henry,Kramer vs. Kramer,FALSE
5734,1979,1980,52,ACTOR IN A SUPPORTING ROLE,Mickey Rooney,The Black Stallion,FALSE
5735,1979,1980,52,ACTRESS IN A LEADING ROLE,Jill Clayburgh,Starting Over,FALSE
5736,1979,1980,52,ACTRESS IN A LEADING ROLE,Sally Field,Norma Rae,TRUE
5737,1979,1980,52,ACTRESS IN A LEADING ROLE,Jane Fonda,The China Syndrome,FALSE
5738,1979,1980,52,ACTRESS IN A LEADING ROLE,Marsha Mason,Chapter Two,FALSE
5739,1979,1980,52,ACTRESS IN A LEADING ROLE,Bette Midler,The Rose,FALSE
5740,1979,1980,52,ACTRESS IN A SUPPORTING ROLE,Jane Alexander,Kramer vs. Kramer,FALSE
5741,1979,1980,52,ACTRESS IN A SUPPORTING ROLE,Barbara Barrie,Breaking Away,FALSE
5742,1979,1980,52,ACTRESS IN A SUPPORTING ROLE,Candice Bergen,Starting Over,FALSE
5743,1979,1980,52,ACTRESS IN A SUPPORTING ROLE,Mariel Hemingway,Manhattan,FALSE
5744,1979,1980,52,ACTRESS IN A SUPPORTING ROLE,Meryl Streep,Kramer vs. Kramer,TRUE
5745,1979,1980,52,ART DIRECTION,"Art Direction:  Michael Seymour, Les Dilley, Roger Christian;  Set Decoration:  Ian Whittaker",Alien,FALSE
5746,1979,1980,52,ART DIRECTION,"Art Direction:  Philip Rosenberg, Tony Walton;  Set Decoration:  Edward Stewart, Gary Brink",All That Jazz,TRUE
5747,1979,1980,52,ART DIRECTION,"Art Direction:  Dean Tavoularis, Angelo Graham;  Set Decoration:  George R. Nelson",Apocalypse Now,FALSE
5748,1979,1980,52,ART DIRECTION,Art Direction:  George Jenkins;  Set Decoration:  Arthur Jeph Parker,The China Syndrome,FALSE
5749,1979,1980,52,ART DIRECTION,"Art Direction:  Harold Michelson, Joe Jennings, Leon Harris, John Vallone;  Set Decoration:  Linda DeScenna",Star Trek - The Motion Picture,FALSE
5750,1979,1980,52,CINEMATOGRAPHY,Giuseppe Rotunno,All That Jazz,FALSE
5751,1979,1980,52,CINEMATOGRAPHY,Vittorio Storaro,Apocalypse Now,TRUE
5752,1979,1980,52,CINEMATOGRAPHY,Frank Phillips,The Black Hole,FALSE
5753,1979,1980,52,CINEMATOGRAPHY,Nestor Almendros,Kramer vs. Kramer,FALSE
5754,1979,1980,52,CINEMATOGRAPHY,William A. Fraker,1941,FALSE
5755,1979,1980,52,COSTUME DESIGN,Shirley Russell,Agatha,FALSE
5756,1979,1980,52,COSTUME DESIGN,Albert Wolsky,All That Jazz,TRUE
5757,1979,1980,52,COSTUME DESIGN,William Ware Theiss,Butch and Sundance: The Early Days,FALSE
5758,1979,1980,52,COSTUME DESIGN,Judy Moorcroft,The Europeans,FALSE
5759,1979,1980,52,COSTUME DESIGN,"Piero Tosi, Ambra Danon",La Cage aux Folles,FALSE
5760,1979,1980,52,DIRECTING,Bob Fosse,All That Jazz,FALSE
5761,1979,1980,52,DIRECTING,Francis Coppola,Apocalypse Now,FALSE
5762,1979,1980,52,DIRECTING,Peter Yates,Breaking Away,FALSE
5763,1979,1980,52,DIRECTING,Robert Benton,Kramer vs. Kramer,TRUE
5764,1979,1980,52,DIRECTING,Edouard Molinaro,La Cage aux Folles,FALSE
5765,1979,1980,52,DOCUMENTARY (Feature),"Ira Wohl, Producer",Best Boy,TRUE
5766,1979,1980,52,DOCUMENTARY (Feature),"David A. Vassar, Producer",Generation on the Wind,FALSE
5767,1979,1980,52,DOCUMENTARY (Feature),"Paul Cowan and Jacques Bobet, Producers",Going the Distance,FALSE
5768,1979,1980,52,DOCUMENTARY (Feature),"Steve Singer and Tom Priestley, Producers",The Killing Ground,FALSE
5769,1979,1980,52,DOCUMENTARY (Feature),"Glenn Silber and Barry Alexander Brown, Producers",The War at Home,FALSE
5770,1979,1980,52,DOCUMENTARY (Short Subject),"Risto Teofilovski, Producer",Dae,FALSE
5771,1979,1980,52,DOCUMENTARY (Short Subject),"Donald A. Connolly and James R. Messenger, Producers",Koryo Celadon,FALSE
5772,1979,1980,52,DOCUMENTARY (Short Subject),"Phillip Borsos, Producer",Nails,FALSE
5773,1979,1980,52,DOCUMENTARY (Short Subject),"Saul J. Turell, Producer",Paul Robeson: Tribute to an Artist,TRUE
5774,1979,1980,52,DOCUMENTARY (Short Subject),"Dick Young, Producer",Remember Me,FALSE
5775,1979,1980,52,FILM EDITING,Alan Heim,All That Jazz,TRUE
5776,1979,1980,52,FILM EDITING,"Richard Marks, Walter Murch, Gerald B. Greenberg, Lisa Fruchtman",Apocalypse Now,FALSE
5777,1979,1980,52,FILM EDITING,Robert Dalva,The Black Stallion,FALSE
5778,1979,1980,52,FILM EDITING,Jerry Greenberg,Kramer vs. Kramer,FALSE
5779,1979,1980,52,FILM EDITING,"Robert L. Wolfe, C. Timothy O'Meara",The Rose,FALSE
5780,1979,1980,52,FOREIGN LANGUAGE FILM,Poland,The Maids of Wilko,FALSE
5781,1979,1980,52,FOREIGN LANGUAGE FILM,Spain,Mama Turns a Hundred,FALSE
5782,1979,1980,52,FOREIGN LANGUAGE FILM,France,A Simple Story,FALSE
5783,1979,1980,52,FOREIGN LANGUAGE FILM,Federal Republic of Germany,The Tin Drum,TRUE
5784,1979,1980,52,FOREIGN LANGUAGE FILM,Italy,To Forget Venice,FALSE
5785,1979,1980,52,MUSIC (Original Score),Lalo Schifrin,The Amityville Horror,FALSE
5786,1979,1980,52,MUSIC (Original Score),Dave Grusin,The Champ,FALSE
5787,1979,1980,52,MUSIC (Original Score),Georges Delerue,A Little Romance,TRUE
5788,1979,1980,52,MUSIC (Original Score),Jerry Goldsmith,Star Trek - The Motion Picture,FALSE
5789,1979,1980,52,MUSIC (Original Score),Henry Mancini,10,FALSE
5790,1979,1980,52,MUSIC (Original Song Score and Its Adaptation -or- Adaptation Score),Adaptation Score by Ralph Burns,All That Jazz,TRUE
5791,1979,1980,52,MUSIC (Original Song Score and Its Adaptation -or- Adaptation Score),Adaptation Score by Patrick Williams,Breaking Away,FALSE
5792,1979,1980,52,MUSIC (Original Song Score and Its Adaptation -or- Adaptation Score),Song Score by Paul Williams and Kenny Ascher; Adaptation Score by Paul Williams,The Muppet Movie,FALSE
5793,1979,1980,52,MUSIC (Original Song),Music by David Shire; Lyric by Alan Bergman and Marilyn Bergman,The Promise,FALSE
5794,1979,1980,52,MUSIC (Original Song),Music by David Shire; Lyric by Norman Gimbel,Norma Rae,TRUE
5795,1979,1980,52,MUSIC (Original Song),Music by Henry Mancini; Lyric by Robert Wells,10,FALSE
5796,1979,1980,52,MUSIC (Original Song),Music and Lyric by Paul Williams and Kenny Ascher,The Muppet Movie,FALSE
5797,1979,1980,52,MUSIC (Original Song),Music by Marvin Hamlisch; Lyric by Carole Bayer Sager,Ice Castles,FALSE
5798,1979,1980,52,BEST PICTURE,"Robert Alan Aurthur, Producer",All That Jazz,FALSE
5799,1979,1980,52,BEST PICTURE,"Francis Coppola, Producer;  Fred Roos, Gray Frederickson and Tom Sternberg, Co-Producers",Apocalypse Now,FALSE
5800,1979,1980,52,BEST PICTURE,"Peter Yates, Producer",Breaking Away,FALSE
5801,1979,1980,52,BEST PICTURE,"Stanley R. Jaffe, Producer",Kramer vs. Kramer,TRUE
5802,1979,1980,52,BEST PICTURE,"Tamara Asseyev and Alex Rose, Producers",Norma Rae,FALSE
5803,1979,1980,52,SHORT FILM (Animated),"Bob Godfrey and Zlatko Grgic, Producers",Dream Doll,FALSE
5804,1979,1980,52,SHORT FILM (Animated),"Derek Lamb, Producer",Every Child,TRUE
5805,1979,1980,52,SHORT FILM (Animated),"Paul Fierlinger, Producer",It's So Nice to Have a Wolf around the House,FALSE
5806,1979,1980,52,SHORT FILM (Live Action),"Sarah Pillsbury and Ron Ellis, Producers",Board and Care,TRUE
5807,1979,1980,52,SHORT FILM (Live Action),"Roman Kroitor and Stefan Wodoslawsky, Producers",Bravery in the Field,FALSE
5808,1979,1980,52,SHORT FILM (Live Action),"Carol Lowell and Ross Lowell, Producers","Oh Brother, My Brother",FALSE
5809,1979,1980,52,SHORT FILM (Live Action),"Saul Bass and Michael Britton, Producers",The Solar Film,FALSE
5810,1979,1980,52,SHORT FILM (Live Action),"Harry Mathias, Jay Zukerman and Larry Hankin, Producers",Solly's Diner,FALSE
5811,1979,1980,52,SOUND,"Walter Murch, Mark Berger, Richard Beggs, Nat Boxer",Apocalypse Now,TRUE
5812,1979,1980,52,SOUND,"Arthur Piantadosi, Les Fresholtz, Michael Minkler, Al Overton",The Electric Horseman,FALSE
5813,1979,1980,52,SOUND,"William McCaughey, Aaron Rochin, Michael J. Kohut, Jack Solomon",Meteor,FALSE
5814,1979,1980,52,SOUND,"Robert Knudson, Robert J. Glass, Don MacDougall, Gene S. Cantamessa",1941,FALSE
5815,1979,1980,52,SOUND,"Theodore Soderberg, Douglas Williams, Paul Wells, Jim Webb",The Rose,FALSE
5816,1979,1980,52,VISUAL EFFECTS,"H.R. Giger, Carlo Rambaldi, Brian Johnson, Nick Allder, Denys Ayling",Alien,TRUE
5817,1979,1980,52,VISUAL EFFECTS,"Peter Ellenshaw, Art Cruickshank, Eustace Lycett, Danny Lee, Harrison Ellenshaw, Joe Hale",The Black Hole,FALSE
5818,1979,1980,52,VISUAL EFFECTS,"Derek Meddings, Paul Wilson, John Evans",Moonraker,FALSE
5819,1979,1980,52,VISUAL EFFECTS,"William A. Fraker, A. D. Flowers, Gregory Jein",1941,FALSE
5820,1979,1980,52,VISUAL EFFECTS,"Douglas Trumbull, John Dykstra, Richard Yuricich, Robert Swarthe, Dave Stewart, Grant McCune",Star Trek - The Motion Picture,FALSE
5821,1979,1980,52,WRITING (Screenplay Based on Material from Another Medium),"John Milius, Francis Coppola",Apocalypse Now,FALSE
5822,1979,1980,52,WRITING (Screenplay Based on Material from Another Medium),Robert Benton,Kramer vs. Kramer,TRUE
5823,1979,1980,52,WRITING (Screenplay Based on Material from Another Medium),"Francis Veber, Edouard Molinaro, Marcello Danon, Jean Poiret",La Cage aux Folles,FALSE
5824,1979,1980,52,WRITING (Screenplay Based on Material from Another Medium),Allan Burns,A Little Romance,FALSE
5825,1979,1980,52,WRITING (Screenplay Based on Material from Another Medium),"Irving Ravetch, Harriet Frank, Jr.",Norma Rae,FALSE
5826,1979,1980,52,WRITING (Screenplay Written Directly for the Screen),"Robert Alan Aurthur, Bob Fosse",All That Jazz,FALSE
5827,1979,1980,52,WRITING (Screenplay Written Directly for the Screen),"Valerie Curtin, Barry Levinson",...And Justice for All,FALSE
5828,1979,1980,52,WRITING (Screenplay Written Directly for the Screen),Steve Tesich,Breaking Away,TRUE
5829,1979,1980,52,WRITING (Screenplay Written Directly for the Screen),"Mike Gray, T.S. Cook, James Bridges",The China Syndrome,FALSE
5830,1979,1980,52,WRITING (Screenplay Written Directly for the Screen),"Woody Allen, Marshall Brickman",Manhattan,FALSE
5831,1979,1980,52,SPECIAL ACHIEVEMENT AWARD (Sound Editing),Alan Splet,The Black Stallion,TRUE
5832,1979,1980,52,JEAN HERSHOLT HUMANITARIAN AWARD,Robert Benjamin,,TRUE
5833,1979,1980,52,HONORARY AWARD, Alec Guinness for advancing the art of screen acting through a host of memorable and distinguished performances.,,TRUE
5834,1979,1980,52,HONORARY AWARD, Hal Elias for his dedication and distinguished service to the Academy of Motion Picture Arts and Sciences.,,TRUE
5835,1979,1980,52,IRVING G. THALBERG MEMORIAL AWARD,Ray Stark,,TRUE
5836,1980,1981,53,ACTOR IN A LEADING ROLE,Robert De Niro,Raging Bull,TRUE
5837,1980,1981,53,ACTOR IN A LEADING ROLE,Robert Duvall,The Great Santini,FALSE
5838,1980,1981,53,ACTOR IN A LEADING ROLE,John Hurt,The Elephant Man,FALSE
5839,1980,1981,53,ACTOR IN A LEADING ROLE,Jack Lemmon,Tribute,FALSE
5840,1980,1981,53,ACTOR IN A LEADING ROLE,Peter O'Toole,The Stunt Man,FALSE
5841,1980,1981,53,ACTOR IN A SUPPORTING ROLE,Judd Hirsch,Ordinary People,FALSE
5842,1980,1981,53,ACTOR IN A SUPPORTING ROLE,Timothy Hutton,Ordinary People,TRUE
5843,1980,1981,53,ACTOR IN A SUPPORTING ROLE,Michael O'Keefe,The Great Santini,FALSE
5844,1980,1981,53,ACTOR IN A SUPPORTING ROLE,Joe Pesci,Raging Bull,FALSE
5845,1980,1981,53,ACTOR IN A SUPPORTING ROLE,Jason Robards,Melvin and Howard,FALSE
5846,1980,1981,53,ACTRESS IN A LEADING ROLE,Ellen Burstyn,Resurrection,FALSE
5847,1980,1981,53,ACTRESS IN A LEADING ROLE,Goldie Hawn,Private Benjamin,FALSE
5848,1980,1981,53,ACTRESS IN A LEADING ROLE,Mary Tyler Moore,Ordinary People,FALSE
5849,1980,1981,53,ACTRESS IN A LEADING ROLE,Gena Rowlands,Gloria,FALSE
5850,1980,1981,53,ACTRESS IN A LEADING ROLE,Sissy Spacek,Coal Miner's Daughter,TRUE
5851,1980,1981,53,ACTRESS IN A SUPPORTING ROLE,Eileen Brennan,Private Benjamin,FALSE
5852,1980,1981,53,ACTRESS IN A SUPPORTING ROLE,Eva Le Gallienne,Resurrection,FALSE
5853,1980,1981,53,ACTRESS IN A SUPPORTING ROLE,Cathy Moriarty,Raging Bull,FALSE
5854,1980,1981,53,ACTRESS IN A SUPPORTING ROLE,Diana Scarwid,Inside Moves,FALSE
5855,1980,1981,53,ACTRESS IN A SUPPORTING ROLE,Mary Steenburgen,Melvin and Howard,TRUE
5856,1980,1981,53,ART DIRECTION,Art Direction:  John W. Corso;  Set Decoration:  John M. Dwyer,Coal Miner's Daughter,FALSE
5857,1980,1981,53,ART DIRECTION,"Art Direction:  Stuart Craig, Bob Cartwright;  Set Decoration:  Hugh Scaife",The Elephant Man,FALSE
5858,1980,1981,53,ART DIRECTION,"Art Direction:  Norman Reynolds, Leslie Dilley, Harry Lange, Alan Tomkins;  Set Decoration:  Michael Ford",The Empire Strikes Back,FALSE
5859,1980,1981,53,ART DIRECTION,Yoshiro Muraki,Kagemusha (The Shadow Warrior),FALSE
5860,1980,1981,53,ART DIRECTION,"Art Direction:  Pierre Guffroy, Jack Stephens",Tess,TRUE
5861,1980,1981,53,CINEMATOGRAPHY,Nestor Almendros,The Blue Lagoon,FALSE
5862,1980,1981,53,CINEMATOGRAPHY,Ralf D. Bode,Coal Miner's Daughter,FALSE
5863,1980,1981,53,CINEMATOGRAPHY,James Crabe,The Formula,FALSE
5864,1980,1981,53,CINEMATOGRAPHY,Michael Chapman,Raging Bull,FALSE
5865,1980,1981,53,CINEMATOGRAPHY,"Geoffrey Unsworth, Ghislain Cloquet",Tess,TRUE
5866,1980,1981,53,COSTUME DESIGN,Patricia Norris,The Elephant Man,FALSE
5867,1980,1981,53,COSTUME DESIGN,Anna Senior,My Brilliant Career,FALSE
5868,1980,1981,53,COSTUME DESIGN,Jean-Pierre Dorleac,Somewhere in Time,FALSE
5869,1980,1981,53,COSTUME DESIGN,Anthony Powell,Tess,TRUE
5870,1980,1981,53,COSTUME DESIGN,Paul Zastupnevich,When Time Ran Out,FALSE
5871,1980,1981,53,DIRECTING,David Lynch,The Elephant Man,FALSE
5872,1980,1981,53,DIRECTING,Robert Redford,Ordinary People,TRUE
5873,1980,1981,53,DIRECTING,Martin Scorsese,Raging Bull,FALSE
5874,1980,1981,53,DIRECTING,Richard Rush,The Stunt Man,FALSE
5875,1980,1981,53,DIRECTING,Roman Polanski,Tess,FALSE
5876,1980,1981,53,DOCUMENTARY (Feature),"Ross Spears, Producer",Agee,FALSE
5877,1980,1981,53,DOCUMENTARY (Feature),"Jon Else, Producer",The Day after Trinity,FALSE
5878,1980,1981,53,DOCUMENTARY (Feature),"Murray Lerner, Producer",From Mao to Mozart: Isaac Stern in China,TRUE
5879,1980,1981,53,DOCUMENTARY (Feature),"David Bradbury, Producer",Front Line,FALSE
5880,1980,1981,53,DOCUMENTARY (Feature),"Bengt von zur Muehlen and Arthur Cohn, Producers",The Yellow Star - The Persecution of the Jews in Europe 1933-45,FALSE
5881,1980,1981,53,DOCUMENTARY (Short Subject),"John Watson and Pen Densham, Producers",Don't Mess with Bill,FALSE
5882,1980,1981,53,DOCUMENTARY (Short Subject),"George Casey, Producer",The Eruption of Mount St. Helens,FALSE
5883,1980,1981,53,DOCUMENTARY (Short Subject),"Dick Young, Producer",It's the Same World,FALSE
5884,1980,1981,53,DOCUMENTARY (Short Subject),"Roland Hallé and Peter W. Ladue, Producers",Karl Hess: Toward Liberty,TRUE
5885,1980,1981,53,DOCUMENTARY (Short Subject),"Richard Hawkins and Jorge Preloran, Producers",Luther Metke at 94,FALSE
5886,1980,1981,53,FILM EDITING,Arthur Schmidt,Coal Miner's Daughter,FALSE
5887,1980,1981,53,FILM EDITING,David Blewitt,The Competition,FALSE
5888,1980,1981,53,FILM EDITING,Anne V. Coates,The Elephant Man,FALSE
5889,1980,1981,53,FILM EDITING,Gerry Hambling,Fame,FALSE
5890,1980,1981,53,FILM EDITING,Thelma Schoonmaker,Raging Bull,TRUE
5891,1980,1981,53,FOREIGN LANGUAGE FILM,Hungary,Confidence,FALSE
5892,1980,1981,53,FOREIGN LANGUAGE FILM,Japan,Kagemusha (The Shadow Warrior),FALSE
5893,1980,1981,53,FOREIGN LANGUAGE FILM,France,The Last Metro,FALSE
5894,1980,1981,53,FOREIGN LANGUAGE FILM,Union of Soviet Socialist Republics,Moscow Does Not Believe in Tears,TRUE
5895,1980,1981,53,FOREIGN LANGUAGE FILM,Spain,The Nest,FALSE
5896,1980,1981,53,MUSIC (Original Score),John Corigliano,Altered States,FALSE
5897,1980,1981,53,MUSIC (Original Score),John Morris,The Elephant Man,FALSE
5898,1980,1981,53,MUSIC (Original Score),John Williams,The Empire Strikes Back,FALSE
5899,1980,1981,53,MUSIC (Original Score),Michael Gore,Fame,TRUE
5900,1980,1981,53,MUSIC (Original Score),Philippe Sarde,Tess,FALSE
5901,1980,1981,53,MUSIC (Original Song),Music by Michael Gore; Lyric by Dean Pitchford,Fame,TRUE
5902,1980,1981,53,MUSIC (Original Song),Music and Lyric by Dolly Parton,Nine to Five,FALSE
5903,1980,1981,53,MUSIC (Original Song),Music and Lyric by Willie Nelson,Honeysuckle Rose,FALSE
5904,1980,1981,53,MUSIC (Original Song),Music by Michael Gore; Lyric by Lesley Gore,Fame,FALSE
5905,1980,1981,53,MUSIC (Original Song),Music by Lalo Schifrin; Lyric by Wilbur Jennings,The Competition,FALSE
5906,1980,1981,53,BEST PICTURE,"Bernard Schwartz, Producer",Coal Miner's Daughter,FALSE
5907,1980,1981,53,BEST PICTURE,"Jonathan Sanger, Producer",The Elephant Man,FALSE
5908,1980,1981,53,BEST PICTURE,"Ronald L. Schwary, Producer",Ordinary People,TRUE
5909,1980,1981,53,BEST PICTURE,"Irwin Winkler and Robert Chartoff, Producers",Raging Bull,FALSE
5910,1980,1981,53,BEST PICTURE,"Claude Berri, Producer;  Timothy Burrill, Co-Producer",Tess,FALSE
5911,1980,1981,53,SHORT FILM (Animated),"Frédéric Back, Producer",All Nothing,FALSE
5912,1980,1981,53,SHORT FILM (Animated),"Ferenc Rofusz, Producer",The Fly,TRUE
5913,1980,1981,53,SHORT FILM (Animated),"Michael Mills, Producer",History of the World in Three Minutes Flat,FALSE
5914,1980,1981,53,SHORT FILM (Dramatic Live Action),"Lloyd Phillips, Producer",The Dollar Bottom,TRUE
5915,1980,1981,53,SHORT FILM (Dramatic Live Action),"Bob Carmichael and Greg Lowe, Producers",Fall Line,FALSE
